ID,Part Number,x,y,rotation,sector
237,C237,0.5665124247370855,-33.44282739639802,539.0295178574545,B36
238,C238,-4.1102380193506685,-35.02802637981203,546.6925629082518,B37
239,C239,-11.170487128466185,-32.273688656086996,559.0916302577582,B38
240,C240,-14.495293902200796,-35.84351033615866,382.0186530098402,B39
241,C241,-9.174574834046654,-35.84789264963854,374.35560795904274,B40
242,C242,-6.627059542767078,-39.10024004198074,369.6195856603338,B41
243,C243,-1.2987157626879502,-38.01710328432939,361.95654060953643,B42
244,C244,7.077572899363568,-38.4021067504711,349.55747326003006,B43
245,C245,11.624312507157352,-35.55292053982542,341.8944282092326,B44
246,C246,15.540577347139395,-36.894574814681235,337.1584059105237,B45
247,C247,19.507682341579265,-33.111341970726116,329.49536085972625,B46
248,C248,19.678383890781163,-37.67711967906777,512.4223836118082,B47
249,C249,14.975879777212107,-41.33756103060517,520.085428662599,B48
250,C250,10.886241516049786,-40.1273958353994,524.8214509613146,B49
251,C251,5.63310950623014,-42.698428994442615,532.484496012112,B50
252,C252,1.9701739774543812,-40.58097968661433,537.2205183108209,B51
253,C253,-3.5884181281682674,-41.9986530448626,544.8835633616184,B52
254,C254,-9.476455705623396,-42.58157475444546,552.5466084124157,B53
255,C255,-12.2444694883005,-39.354481409712065,557.2826307111247,B54
256,C256,-15.56230793531394,-42.27513339081331,380.2096534632067,B55
257,C257,-12.610868772213529,-45.55472610185531,375.4736311644977,B56
258,C258,-6.239027582102826,-45.4835112220329,367.8105861137003,B57
259,C259,-0.11461862993477773,-44.51065421345853,360.14754106290286,B58
260,C260,3.740328867714992,-46.60511947113056,355.41151876419394,B59
261,C261,9.63012784308418,-44.34798198032965,347.7484737133965,B60
262,C262,13.902904940096487,-45.50972341048441,343.0124514146811,B61
263,C263,19.284441214120193,-42.022794952024796,335.3494063638901,B62
264,C264,23.973457959193194,-37.90228211334114,327.68636131309273,B63
265,C265,28.317512067394276,-41.789214713158884,505.87736176646575,B64
266,C266,23.751454077743087,-42.17507294422706,510.6133840651747,B65
267,C267,18.39385057875844,-46.16641262205101,518.2764291159722,B66
268,C268,12.379743214500367,-49.42993118024815,525.9394741667695,B67
269,C269,7.922984299820912,-48.25337403419144,530.6754964654785,B68
270,C270,1.4549036833100848,-50.158625669389146,538.3385415162759,B69
271,C271,-2.5793568203867685,-48.021244510497134,543.0745638149849,B70
272,C272,-5.377214704065426,-51.147156285866764,546.0015865670732,B71
273,C273,-9.202113930150645,-48.52619684954111,550.7376088657822,B72
274,C274,-15.991068047269668,-48.06909231962928,558.4006539165796,B73
275,C275,-19.09221951260225,-44.68180503483262,563.1366762152886,B74
276,C276,-19.582869081839732,-50.15586146195717,381.3276766686551,B75
277,C277,-12.437853954355292,-51.15935325001397,373.6646316178577,B76
278,C278,-8.469391027967031,-53.90827724718099,368.92860931914873,B77
279,C279,-1.1792318222223284,-53.378575616222534,361.26556426835134,B78
280,C280,3.3467064242974778,-55.18510580227347,356.52954196964237,B79
281,C281,5.815047576635028,-51.862902479085555,353.6025192175539,B80
282,C282,10.451060776745473,-53.1051141818083,348.866496918845,B81
283,C283,17.056494112571222,-50.11301850658202,341.2034518680475,B82
284,C284,21.898523225981762,-50.28496584127607,336.4674295693386,B83
285,C285,23.04567462256397,-46.30422120702096,333.54040681726315,B84
286,C286,27.801241720546056,-45.913235247498086,328.80438451854116,B85
287,C287,31.857066774252612,-49.04693157300286,506.9953849719077,B86
288,C288,26.85058224573008,-49.93249469760023,511.7314072706297,B87
289,C289,20.34396058666674,-54.108321918316165,519.3944523214141,B88
290,C290,15.311574701823023,-53.86041209612416,524.130474620136,B89
291,C291,13.19167991600949,-57.402192507572764,527.0574973722114,B90
292,C292,8.153397699796004,-56.53536457450516,531.7935196709334,B91
293,C293,0.5522387402496065,-58.22220520094031,539.4565647217178,B92
294,C294,-4.125255004617032,-56.27496500483407,544.1925870204398,B93
295,C295,-11.822101885699366,-56.315989101325826,551.8556320712372,B94
296,C296,-15.91170535539847,-53.403164980188286,556.5916543699461,B95
297,C297,-19.59254538465284,-55.27037652842696,559.5186771220216,B96
298,C298,-23.35534579333348,-51.83559135601701,564.2546994207436,B97
299,C299,-23.451558925807866,-56.769184336701684,382.44569987411006,B98
300,C300,-15.404840656411414,-58.37653239972737,374.78265482331267,B99
301,C301,-10.826742140895313,-61.1106192678321,370.0466325246037,B100
302,C302,-7.350866130234181,-58.852050129065525,367.1196097725152,B101
303,C303,-2.538014627772477,-60.972642288044916,362.3835874738063,B102
304,C304,2.5734221013227443,-62.64291047058347,357.6475651750973,B103
305,C305,5.518160409656085,-59.716738761834215,354.72054242300885,B104
306,C306,10.725168750362627,-60.72950485352065,349.98452012429993,B105
307,C307,18.410633356193912,-57.76287760816504,342.3214750735025,B106
308,C308,23.757848234033062,-57.59934710535206,337.58545277479357,B107
309,C309,25.49452284623765,-53.832955963891024,334.6584300227051,B108
310,C310,30.70876353748445,-53.023179630379786,329.9224077239961,B109
311,C311,35.93169841006099,-51.67273425924569,325.1863854252742,B110
312,C312,34.62191226593835,-55.651453154912595,508.11340817736266,B111
313,C313,29.179741694527674,-56.89832489853669,512.8494304760716,B112
314,C314,27.28897911373559,-60.6540524695379,515.7764532281601,B113
315,C315,21.662649859084322,-61.21579300152873,520.512475526869,B114
316,C316,16.12377426328773,-61.235863805246346,525.2484978255779,B115
317,C317,13.506410005784241,-64.51382944038195,528.1755205776665,B116
318,C318,7.937650389996678,-63.83210735453474,532.9115428763753,B117
319,C319,-0.6549420333232338,-65.30620393723981,540.5745879271728,B118
320,C320,-5.8963136793242334,-63.432614385871865,545.3106102258816,B119
321,C321,-9.496664046387568,-65.59705324462217,548.2376329779702,B120
322,C322,-14.525568222551708,-63.04939777929759,552.9736552766792,B121
323,C323,-19.189313499899928,-60.09302009523382,557.709677575388,B122
324,C324,-23.148762003196772,-61.46670802136449,560.6367003274765,B123
325,C325,-27.25752077661431,-62.4978317015883,383.563723079552,B124
326,C326,-22.489300500407218,-65.95734176209282,378.82770078084303,B125
327,C327,-18.421410480696938,-64.66595952884511,375.90067802876763,B126
328,C328,-13.314253731841617,-67.46027667579432,371.16465573004564,B127
329,C329,-7.865837108740288,-69.81055620787727,366.42863343133666,B128
330,C330,-4.142513894215089,-67.69827144320055,363.5016106792482,B129
331,C331,1.4936815201606972,-69.31918322582166,358.76558838053927,B130
332,C332,4.8529378821621485,-66.69905897336486,355.8385656284638,B131
333,C333,10.580155970747855,-67.58309018605398,351.1025433297418,B132
334,C334,16.477152824030714,-67.93467727011544,346.3665210310329,B133
335,C335,19.22930857781535,-64.66622758294615,343.43949827895744,B134
336,C336,25.05418729922519,-64.27218839891668,338.70347598023545,B135
337,C337,30.927512193642922,-63.31948359280624,333.96745368152654,B136
338,C338,32.948834174830765,-59.54031748156047,331.04043092943806,B137
339,C339,38.58757661088092,-57.86927601636507,326.3044086307291,B138
340,C340,36.79478579552977,-61.800884809694104,509.2314313828176,B139
341,C341,34.663397754658426,-65.62958888074047,512.15845413488,B140
342,C342,28.572566307391156,-66.96955346437659,516.894476433615,B141
343,C343,22.49235371931619,-67.73486934072321,521.630498732324,B142
344,C344,19.62011752782626,-71.02467130389665,524.5575214844124,B143
345,C345,13.424908861686154,-71.00546539565777,529.2935437831213,B144
346,C346,7.365752349673633,-70.43004044166567,534.0295660818304,B145
347,C347,3.8834317963641047,-73.04137928216043,536.9565888339188,B146
348,C348,-2.1182019575653053,-71.68139379318797,541.6926111326277,B147
349,C349,-5.961235287886598,-73.77493132576807,544.6196338847162,B148
350,C350,-11.80208098222365,-71.63462003193298,549.3556561834251,B149
351,C351,-17.325075315276326,-69.01643864440526,554.0916784821341,B150
352,C352,-21.505670556745056,-70.25985001550636,557.0187012342226,B151
353,C353,-26.704957168101306,-66.92047373820252,561.7547235329315,B152
354,C354,-31.044600599948577,-67.55248380844732,564.6817462849939,B153
355,C355,-30.284121660022787,-71.78779785686959,382.8727467383734,B154
356,C356,-25.832958434892348,-71.18521323900814,379.945723986285,B155
357,C357,-20.223836296248564,-74.38629974494685,375.209701687576,B156
358,C358,-15.928811479151387,-73.16238242121948,372.2826789354875,B157
359,C359,-10.01417893525585,-75.5895410771403,367.5466566367786,B158
360,C360,-3.80512144233232,-77.50652260681474,362.81063433806963,B159
361,C361,0.15317352736362588,-75.4042801734369,359.88361158598116,B160
362,C362,6.493828241782274,-76.4937253012183,355.14758928727224,B161
363,C363,10.091012868121789,-73.86336618331202,352.22056653518376,B162
364,C364,13.010751249792218,-77.01873655315829,350.41156698856327,B163
365,C365,16.454032489885435,-74.12471215121556,347.4845442364748,B164
366,C366,22.91992170881739,-73.80748770601573,342.7485219377659,B165
367,C367,25.898500264682625,-70.47165089127287,339.8214991856774,B166
368,C368,32.205753141878716,-69.33533072954664,335.0854768869684,B167
369,C369,38.486580856997925,-67.60968933509656,330.3494545882595,B168
370,C370,40.709687226215195,-63.71090496051778,327.42243183617103,B169
371,C371,44.68514324823145,-65.29383744513794,505.6134322895506,B170
372,C372,42.38709269850418,-69.27920117761265,508.540455041639,B171
373,C373,35.94225314569905,-71.39018521591494,513.276477340348,B172
374,C374,29.434468769380725,-72.8986507989622,518.012499639057,B173
375,C375,26.36256754416094,-76.30072951386978,520.9395223911454,B174
376,C376,19.651697339348683,-76.95942339823718,525.6755446898543,B175
377,C377,16.109060866943466,-79.91052008225286,528.6025674419428,B176
378,C378,9.307153278721323,-79.69118871567291,533.3385897406517,B177
379,C379,2.651796059999035,-78.88255743856492,538.0746120393608,B178
380,C380,-1.4164628048904682,-81.01662748711952,541.0016347914491,B179
381,C381,-7.9715112902178085,-79.33659704174903,545.7376570901581,B180
382,C382,-12.325935408902817,-80.88379048506118,548.6646798422466,B181
383,C383,-14.255894223664813,-77.11560976185726,550.4736793888671,B182
384,C384,-18.665253188049043,-78.34427338127036,553.4007021409554,B183
